2023-11-30 19:06:24,245 [INFO] model: convnext_tiny
logger_name: convnext_tiny--2023-11-30--epoch50--ver2.log
weights: convnext_tiny--2023-11-30--epoch50--ver2.ptconfig:
	batch_size: 32
	epochs: 50
	lr: 0.0001
	optimizer: adam
	use_labelsmooth_loss: False
2023-11-30 19:44:20,469 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.005740080028772354	
2023-11-30 19:44:20,667 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.005242255516350269	
2023-11-30 19:44:20,858 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.0007126719574443996	
2023-11-30 19:44:21,050 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.002526265801861882	
2023-11-30 19:44:21,243 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.0035438938066363335	
2023-11-30 19:44:21,431 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.0073808361776173115	
2023-11-30 19:44:21,620 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.00628152210265398	
2023-11-30 19:44:21,817 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.0017142920987680554	
2023-11-30 19:44:22,002 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.010451122187077999	
2023-11-30 19:44:22,190 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.014491576701402664	
2023-11-30 19:44:22,377 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.0009077698341570795	
2023-11-30 19:44:22,566 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.0014525263104587793	
2023-11-30 19:44:22,750 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.0019491760758683085	
2023-11-30 19:44:22,943 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.00103082787245512	
2023-11-30 19:44:23,132 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.00984500627964735	
2023-11-30 19:44:23,321 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.06630699336528778	
2023-11-30 19:44:23,519 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.005049501080065966	
2023-11-30 19:44:23,714 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.02330315299332142	
2023-11-30 19:44:23,908 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.00517179723829031	
2023-11-30 19:44:24,091 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.015510338358581066	
2023-11-30 19:44:24,275 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.0028928096871823072	
2023-11-30 19:44:24,467 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.00867272075265646	
2023-11-30 19:44:24,654 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.0012886303011327982	
2023-11-30 19:44:24,838 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.0018044388853013515	
2023-11-30 19:44:25,021 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.005319702904671431	
2023-11-30 19:44:25,221 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.005526938941329718	
2023-11-30 19:44:25,408 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.00254026148468256	
2023-11-30 19:44:25,590 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.0013307015178725123	
2023-11-30 19:44:25,785 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.021416548639535904	
2023-11-30 19:44:25,969 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.0006808579200878739	
2023-11-30 19:44:26,163 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.004223772324621677	
2023-11-30 19:44:26,352 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.002317963168025017	
2023-11-30 19:44:26,538 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.002577519742771983	
2023-11-30 19:44:26,721 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.0006702750688418746	
2023-11-30 19:44:26,901 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.0010710094356909394	
2023-11-30 19:44:27,094 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.011533113196492195	
2023-11-30 19:44:27,275 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.0035233963280916214	
2023-11-30 19:44:27,457 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.0022347390186041594	
2023-11-30 19:44:27,647 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.01001310721039772	
2023-11-30 19:44:27,831 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.001396522973664105	
2023-11-30 19:44:28,020 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.005253495182842016	
2023-11-30 19:44:28,205 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.060037605464458466	
2023-11-30 19:44:28,390 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.005115744192153215	
2023-11-30 19:44:28,577 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.0064834472723305225	
2023-11-30 19:44:28,766 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.0014721471816301346	
2023-11-30 19:44:28,963 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.013606905937194824	
2023-11-30 19:44:29,160 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.00036704191006720066	
2023-11-30 19:44:29,349 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.10221245139837265	
2023-11-30 19:44:29,535 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.004350633826106787	
2023-11-30 19:44:29,721 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.009536724537611008	
2023-11-30 19:44:29,901 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.004151650704443455	
2023-11-30 19:44:30,086 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.04013554006814957	
2023-11-30 19:44:30,276 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.012236203998327255	
2023-11-30 19:44:30,462 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.008982132188975811	
2023-11-30 19:44:30,645 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.0010270326165482402	
2023-11-30 19:44:30,828 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.14389874041080475	
2023-11-30 19:44:31,009 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.03355114161968231	
2023-11-30 19:44:31,202 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.04339918494224548	
2023-11-30 19:44:31,395 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.007034439593553543	
2023-11-30 19:44:31,580 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.01776430942118168	
2023-11-30 19:44:31,768 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.002127087675035	
2023-11-30 19:44:31,957 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.011417189612984657	
2023-11-30 19:44:32,139 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.004333666525781155	
2023-11-30 19:44:32,320 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.09683389216661453	
2023-11-30 19:44:32,506 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.015300096943974495	
2023-11-30 19:44:32,688 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.01950126327574253	
2023-11-30 19:44:32,870 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.030637212097644806	
2023-11-30 19:44:33,053 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.0029597687534987926	
2023-11-30 19:44:33,236 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.03475024178624153	
2023-11-30 19:44:33,422 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.005521525163203478	
2023-11-30 19:44:33,609 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.0039461394771933556	
2023-11-30 19:44:33,797 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.14172473549842834	
2023-11-30 19:44:33,987 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.02154688723385334	
2023-11-30 19:44:34,177 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.02642114646732807	
2023-11-30 19:44:34,365 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.0003203854139428586	
2023-11-30 19:44:34,554 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.0036950723733752966	
2023-11-30 19:44:34,742 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.0018160127801820636	
2023-11-30 19:44:34,927 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.016077974811196327	
2023-11-30 19:44:35,121 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.01179344579577446	
2023-11-30 19:44:35,305 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.04344438016414642	
2023-11-30 19:44:35,494 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.005010763183236122	
2023-11-30 19:44:35,675 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.007951494306325912	
2023-11-30 19:44:35,863 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.009249533526599407	
2023-11-30 19:44:36,048 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.01901204138994217	
2023-11-30 19:44:36,260 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.0027014075312763453	
2023-11-30 19:44:36,433 [INFO] Train:Epoch: [47 / 50]	Training Loss: 0.0009435470565222204	
2023-11-30 19:44:38,654 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9375,	Val Balanced Accuracy: 0.8333	Val Timm Acc: 93.7500
2023-11-30 19:44:38,677 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9219,	Val Balanced Accuracy: 0.9083	Val Timm Acc: 90.6250
2023-11-30 19:44:38,701 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9062,	Val Balanced Accuracy: 0.8800	Val Timm Acc: 87.5000
2023-11-30 19:44:38,724 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9141,	Val Balanced Accuracy: 0.7000	Val Timm Acc: 93.7500
2023-11-30 19:44:38,746 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.8938,	Val Balanced Accuracy: 0.8048	Val Timm Acc: 81.2500
2023-11-30 19:44:38,768 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.8958,	Val Balanced Accuracy: 0.7417	Val Timm Acc: 90.6250
2023-11-30 19:44:38,790 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9018,	Val Balanced Accuracy: 0.9531	Val Timm Acc: 93.7500
2023-11-30 19:44:38,817 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9023,	Val Balanced Accuracy: 0.7216	Val Timm Acc: 90.6250
2023-11-30 19:44:38,839 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9028,	Val Balanced Accuracy: 0.8978	Val Timm Acc: 90.6250
2023-11-30 19:44:38,860 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9062,	Val Balanced Accuracy: 0.9125	Val Timm Acc: 93.7500
2023-11-30 19:44:38,882 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9148,	Val Balanced Accuracy: 1.0000	Val Timm Acc: 100.0000
2023-11-30 19:44:38,904 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9167,	Val Balanced Accuracy: 0.8933	Val Timm Acc: 93.7500
2023-11-30 19:44:38,926 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9111,	Val Balanced Accuracy: 0.8765	Val Timm Acc: 84.3750
2023-11-30 19:44:38,947 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9107,	Val Balanced Accuracy: 0.9298	Val Timm Acc: 90.6250
2023-11-30 19:44:38,968 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9146,	Val Balanced Accuracy: 0.9643	Val Timm Acc: 96.8750
2023-11-30 19:44:38,989 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9199,	Val Balanced Accuracy: 1.0000	Val Timm Acc: 100.0000
2023-11-30 19:44:39,009 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9228,	Val Balanced Accuracy: 0.9714	Val Timm Acc: 96.8750
2023-11-30 19:44:39,030 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9271,	Val Balanced Accuracy: 1.0000	Val Timm Acc: 100.0000
2023-11-30 19:44:39,051 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9276,	Val Balanced Accuracy: 0.8393	Val Timm Acc: 93.7500
2023-11-30 19:44:39,071 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9266,	Val Balanced Accuracy: 0.9278	Val Timm Acc: 90.6250
2023-11-30 19:44:39,092 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9271,	Val Balanced Accuracy: 0.9429	Val Timm Acc: 93.7500
2023-11-30 19:44:39,113 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9261,	Val Balanced Accuracy: 0.8344	Val Timm Acc: 90.6250
2023-11-30 19:44:39,134 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9266,	Val Balanced Accuracy: 0.9333	Val Timm Acc: 93.7500
2023-11-30 19:44:39,156 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9271,	Val Balanced Accuracy: 0.9286	Val Timm Acc: 93.7500
2023-11-30 19:44:39,176 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9250,	Val Balanced Accuracy: 0.7982	Val Timm Acc: 87.5000
2023-11-30 19:44:39,197 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9243,	Val Balanced Accuracy: 0.9275	Val Timm Acc: 90.6250
2023-11-30 19:44:39,218 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9248,	Val Balanced Accuracy: 0.9548	Val Timm Acc: 93.7500
2023-11-30 19:44:39,241 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9252,	Val Balanced Accuracy: 0.9571	Val Timm Acc: 93.7500
2023-11-30 19:44:39,261 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9267,	Val Balanced Accuracy: 0.9882	Val Timm Acc: 96.8750
2023-11-30 19:44:39,282 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9240,	Val Balanced Accuracy: 0.8152	Val Timm Acc: 84.3750
2023-11-30 19:44:39,306 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9254,	Val Balanced Accuracy: 0.9800	Val Timm Acc: 96.8750
2023-11-30 19:44:39,327 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9248,	Val Balanced Accuracy: 0.8583	Val Timm Acc: 90.6250
2023-11-30 19:44:39,351 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9242,	Val Balanced Accuracy: 0.9330	Val Timm Acc: 90.6250
2023-11-30 19:44:39,372 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9246,	Val Balanced Accuracy: 0.9111	Val Timm Acc: 93.7500
2023-11-30 19:44:39,392 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9250,	Val Balanced Accuracy: 0.8667	Val Timm Acc: 93.7500
2023-11-30 19:44:39,416 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9262,	Val Balanced Accuracy: 0.9000	Val Timm Acc: 96.8750
2023-11-30 19:44:39,437 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9274,	Val Balanced Accuracy: 0.9000	Val Timm Acc: 96.8750
2023-11-30 19:44:39,457 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9276,	Val Balanced Accuracy: 0.9278	Val Timm Acc: 93.7500
2023-11-30 19:44:39,483 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9279,	Val Balanced Accuracy: 0.8889	Val Timm Acc: 93.7500
2023-11-30 19:44:39,503 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9289,	Val Balanced Accuracy: 0.9333	Val Timm Acc: 96.8750
2023-11-30 19:44:39,524 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9291,	Val Balanced Accuracy: 0.9048	Val Timm Acc: 93.7500
2023-11-30 19:44:39,547 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9301,	Val Balanced Accuracy: 0.9600	Val Timm Acc: 96.8750
2023-11-30 19:44:39,568 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9281,	Val Balanced Accuracy: 0.7812	Val Timm Acc: 84.3750
2023-11-30 19:44:39,589 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9276,	Val Balanced Accuracy: 0.8433	Val Timm Acc: 90.6250
2023-11-30 19:44:39,610 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9264,	Val Balanced Accuracy: 0.7152	Val Timm Acc: 87.5000
2023-11-30 19:44:39,630 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9266,	Val Balanced Accuracy: 0.9000	Val Timm Acc: 93.7500
2023-11-30 19:44:39,651 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9275,	Val Balanced Accuracy: 0.9818	Val Timm Acc: 96.8750
2023-11-30 19:44:39,671 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9245,	Val Balanced Accuracy: 0.7515	Val Timm Acc: 78.1250
2023-11-30 19:44:39,691 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9247,	Val Balanced Accuracy: 0.8600	Val Timm Acc: 93.7500
2023-11-30 19:44:39,712 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9250,	Val Balanced Accuracy: 0.8867	Val Timm Acc: 93.7500
2023-11-30 19:44:39,732 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9252,	Val Balanced Accuracy: 0.9167	Val Timm Acc: 93.7500
2023-11-30 19:44:39,741 [INFO] Val:Epoch: [47 / 50, 	Val Accuracy: 0.9245,	Val Balanced Accuracy: 0.7333	Val Timm Acc: 80.0000
2023-11-30 19:44:42,051 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.03809336945414543	
2023-11-30 19:44:42,269 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.00764097273349762	
2023-11-30 19:44:42,475 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.022331081330776215	
2023-11-30 19:44:42,681 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.001318199560046196	
2023-11-30 19:44:42,874 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0012279103975743055	
2023-11-30 19:44:43,074 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.008353769779205322	
2023-11-30 19:44:43,328 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.00046573899453505874	
2023-11-30 19:44:43,521 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0011726953089237213	
2023-11-30 19:44:43,719 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.020124517381191254	
2023-11-30 19:44:43,907 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.007000950165092945	
2023-11-30 19:44:44,094 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.001189706614241004	
2023-11-30 19:44:44,284 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.002207485493272543	
2023-11-30 19:44:44,475 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.059417955577373505	
2023-11-30 19:44:44,657 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.007331396918743849	
2023-11-30 19:44:44,862 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0013777784770354629	
2023-11-30 19:44:45,069 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.007279204670339823	
2023-11-30 19:44:45,271 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.005206833127886057	
2023-11-30 19:44:45,456 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0043677170760929585	
2023-11-30 19:44:45,649 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.01683168299496174	
2023-11-30 19:44:45,842 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0018253056332468987	
2023-11-30 19:44:46,036 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.05354832857847214	
2023-11-30 19:44:46,222 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.026702802628278732	
2023-11-30 19:44:46,414 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.006721716374158859	
2023-11-30 19:44:46,603 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.002162027871236205	
2023-11-30 19:44:46,790 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0021762896794825792	
2023-11-30 19:44:46,978 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.014199234545230865	
2023-11-30 19:44:47,167 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.01937759481370449	
2023-11-30 19:44:47,363 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.014096149243414402	
2023-11-30 19:44:47,560 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0019792141392827034	
2023-11-30 19:44:47,768 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.006793570704758167	
2023-11-30 19:44:47,967 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.101894311606884	
2023-11-30 19:44:48,158 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0006662046071141958	
2023-11-30 19:44:48,348 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0027520786970853806	
2023-11-30 19:44:48,534 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.006381921470165253	
2023-11-30 19:44:48,717 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0019103778759017587	
2023-11-30 19:44:48,906 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0013017801102250814	
2023-11-30 19:44:49,097 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.00173603103030473	
2023-11-30 19:44:49,282 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.025960687547922134	
2023-11-30 19:44:49,465 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.02732626534998417	
2023-11-30 19:44:49,652 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.05178371071815491	
2023-11-30 19:44:49,848 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.004383305553346872	
2023-11-30 19:44:50,039 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.002218975219875574	
2023-11-30 19:44:50,243 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0008837882778607309	
2023-11-30 19:44:50,492 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0012586014345288277	
2023-11-30 19:44:50,740 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.007674978580325842	
2023-11-30 19:44:50,990 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.002945635700598359	
2023-11-30 19:44:51,241 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0009144546347670257	
2023-11-30 19:44:51,488 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.004319865722209215	
2023-11-30 19:44:51,732 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.015745999291539192	
2023-11-30 19:44:51,977 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0006617301842197776	
2023-11-30 19:44:52,223 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.03308489918708801	
2023-11-30 19:44:52,472 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.007709978148341179	
2023-11-30 19:44:52,721 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0311595369130373	
2023-11-30 19:44:52,970 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0032193337101489305	
2023-11-30 19:44:53,221 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.03680089861154556	
2023-11-30 19:44:53,469 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.006327174138277769	
2023-11-30 19:44:53,718 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.02084440365433693	
2023-11-30 19:44:53,966 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.003175856079906225	
2023-11-30 19:44:54,213 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.03501032292842865	
2023-11-30 19:44:54,461 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0028736821841448545	
2023-11-30 19:44:54,711 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0011864469852298498	
2023-11-30 19:44:54,958 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0021670996211469173	
2023-11-30 19:44:55,211 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0021617738530039787	
2023-11-30 19:44:55,466 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.014841735363006592	
2023-11-30 19:44:55,722 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.003011076245456934	
2023-11-30 19:44:55,978 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.002339414320886135	
2023-11-30 19:44:56,225 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0008881236426532269	
2023-11-30 19:44:56,472 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.006574991624802351	
2023-11-30 19:44:56,717 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.00663168216124177	
2023-11-30 19:44:56,965 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0034217429347336292	
2023-11-30 19:44:57,218 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0088345380499959	
2023-11-30 19:44:57,470 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0005425667623057961	
2023-11-30 19:44:57,717 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.004848930984735489	
2023-11-30 19:44:57,963 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.009978512302041054	
2023-11-30 19:44:58,210 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0014480489771813154	
2023-11-30 19:44:58,459 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0006384843145497143	
2023-11-30 19:44:58,705 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.001942287664860487	
2023-11-30 19:44:58,957 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.015162828378379345	
2023-11-30 19:44:59,204 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0019171087769791484	
2023-11-30 19:44:59,450 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0011184473987668753	
2023-11-30 19:44:59,694 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0018186409724876285	
2023-11-30 19:44:59,940 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0016829569358378649	
2023-11-30 19:45:00,192 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.06833528727293015	
2023-11-30 19:45:00,441 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.01268769521266222	
2023-11-30 19:45:00,687 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.008170664310455322	
2023-11-30 19:45:00,940 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.017990324646234512	
2023-11-30 19:45:01,193 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.0009557841112837195	
2023-11-30 19:45:01,441 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.010095927864313126	
2023-11-30 19:45:01,688 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.005633965600281954	
2023-11-30 19:45:01,934 [INFO] Train:Epoch: [48 / 50]	Training Loss: 0.011515239253640175	
